,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,company
3125,Volkswagen Polo Petrol,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198,5,3.1,Volkswagen
3126,Maruti Omni 8,Jaipur,2012,65000,Petrol,Manual,First,19.7,796,8,1.55,Maruti
3127,Hyundai Grand i10,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,5,6.84,Hyundai
3128,Tata Nano Twist,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624,4,1.6,Tata
3129,Audi A4 30,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,5,21.73,Audi
3130,Volkswagen Polo 1.2,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198,5,4.75,Volkswagen
3131,Maruti Alto 800,Chennai,2015,63714,Petrol,Manual,First,22.74,796,5,2.45,Maruti
3132,Mini Cooper 5,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,5,31.55,Mini
3133,Audi A4 New,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,5,10.25,Audi
3134,Ford Endeavour Titanium,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,7,27.36,Ford
3135,Ford Ecosport 1.5,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499,5,6.5,Ford
3136,Hyundai Grand i10,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197,5,4.25,Hyundai
3137,Chevrolet Sail 1.2,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199,5,5.5,Chevrolet
3138,Maruti Swift Dzire,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197,5,4.0,Maruti
3139,Tata Zest Revotron,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,5,4.65,Tata
3140,Mercedes-Benz New C-Class,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143,5,28.5,Mercedes-Benz
3141,Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998,5,7.11,Chevrolet
3142,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248,5,3.9,Maruti
3143,Hyundai Grand i10,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197,5,5.6,Hyundai
3144,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248,5,2.25,Maruti
3145,Hyundai Verna 1.6,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582,5,3.9,Hyundai
3146,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993,5,28.63,Jaguar
3147,Skoda Superb Elegance,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798,5,7.25,Skoda
3148,Maruti Wagon R,Pune,2006,52000,Petrol,Manual,Second,18.9,998,5,2.0,Maruti
3149,Volkswagen Polo Petrol,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198,5,3.5,Volkswagen
3150,Honda Civic 2010-2013,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799,5,5.0,Honda
3151,Maruti Eeco CNG,Ahmedabad,2015,47001,CNG,Manual,First,20.0,1196,5,3.72,Maruti
3152,Maruti Wagon R,Chennai,2014,52000,Petrol,Manual,First,22.5,998,5,3.45,Maruti
3153,Maruti Swift Dzire,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248,5,4.5,Maruti
3154,Hyundai Creta 1.6,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591,5,14.36,Hyundai
3155,Hyundai Grand i10,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197,5,5.5,Hyundai
3156,Nissan Micra Diesel,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461,5,3.0,Nissan
3157,Hyundai Grand i10,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,5,6.08,Hyundai
3158,Volkswagen Vento Diesel,Chennai,2013,150000,Diesel,Manual,First,20.54,1598,5,5.0,Volkswagen
3159,Toyota Fortuner 4x2,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982,7,20.25,Toyota
3160,Hyundai Santro GS,Chennai,2002,67000,Petrol,Manual,Third,0.0,999,5,1.2,Hyundai
3161,Toyota Innova Crysta,Pune,2018,20300,Diesel,Automatic,First,11.36,2755,7,18.0,Toyota
3162,Mercedes-Benz A Class,Pune,2015,48300,Diesel,Automatic,First,20.0,2143,5,17.5,Mercedes-Benz
3163,Hyundai EON D,Pune,2013,30000,Petrol,Manual,First,21.1,814,5,2.1,Hyundai
3164,Hyundai Elantra CRDi,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582,5,7.5,Hyundai
3165,Mini Cooper 3,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,4,24.77,Mini
3166,Renault Duster 110PS,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461,5,8.65,Renault
3167,Ford Endeavour 3.2,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198,7,35.5,Ford
3168,Toyota Corolla Altis,Delhi,2014,60750,Petrol,Manual,First,14.28,1798,5,10.5,Toyota
3169,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179,7,13.0,Mahindra
3170,BMW 7 Series,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,5,26.5,BMW
3171,Maruti Wagon R,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061,5,1.4,Maruti
3172,Honda City i,Kochi,2017,38424,Petrol,Manual,First,17.8,1497,5,7.51,Honda
3173,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248,5,4.3,Maruti
3174,Honda City i-VTEC,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497,5,8.95,Honda
3175,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248,7,6.91,Maruti
3176,Renault Duster 110PS,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461,5,9.75,Renault
3177,Maruti Swift Dzire,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248,5,4.0,Maruti
3178,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248,5,3.65,Maruti
3179,Mahindra XUV500 W8,Chennai,2013,78000,Diesel,Manual,First,15.1,2179,7,10.75,Mahindra
3180,Honda Brio S,Kochi,2015,49133,Petrol,Manual,First,19.4,1198,5,4.51,Honda
3181,Mercedes-Benz M-Class ML,Coimbatore,2016,22769,Diesel,Automatic,First,0.0,2987,5,49.22,Mercedes-Benz
3182,Tata Manza Club,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248,5,3.7,Tata
3183,Toyota Innova 2.5,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494,7,12.99,Toyota
3184,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6,1197,5,4.15,Maruti
3185,Hyundai Verna 1.6,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591,5,4.4,Hyundai
3186,Honda Mobilio S,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497,7,4.25,Honda
3187,Honda Amaze S,Mumbai,2017,32005,Petrol,Manual,First,18.0,1198,5,4.25,Honda
3188,Honda City i-VTEC,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497,5,7.7,Honda
3189,Land Rover Range,Pune,2015,52000,Diesel,Automatic,First,12.7,2179,5,39.75,Land
3190,Honda City i-VTEC,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,5,8.5,Honda
3191,Mercedes-Benz E-Class 280,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997,5,7.0,Mercedes-Benz
3192,Ford Ikon 1.3,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299,5,0.8,Ford
3193,Toyota Fortuner 4x2,Delhi,2013,71000,Diesel,Manual,First,13.0,2982,7,15.25,Toyota
3194,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0,998,5,2.25,Maruti
3195,Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948,7,4.85,Tata
3196,Honda City V,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497,5,6.42,Honda
3197,Nissan Micra XV,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,5,2.5,Nissan
3198,Hyundai Verna SX,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582,5,5.75,Hyundai
3199,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1,796,4,0.5,Maruti
3200,Mahindra XUV500 W8,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179,7,11.52,Mahindra
3201,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248,5,4.5,Maruti
3202,Hyundai i20 Sportz,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396,5,4.75,Hyundai
3203,Hyundai Creta 1.6,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582,5,13.54,Hyundai
3204,Mercedes-Benz E-Class E250,Kochi,2015,59630,Diesel,Automatic,First,13.0,2143,5,23.41,Mercedes-Benz
3205,Toyota Fortuner 4x2,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982,7,19.25,Toyota
3206,Volvo S60 D4,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984,5,20.0,Volvo
3207,Mercedes-Benz E-Class 2009-2013,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143,5,13.0,Mercedes-Benz
3208,Honda Accord 2.4,Chennai,2010,80000,Petrol,Manual,First,10.2,2354,5,3.99,Honda
3209,Honda Amaze S,Pune,2015,110000,Diesel,Manual,First,25.8,1498,5,4.65,Honda
3210,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,5,4.65,Maruti
3211,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197,5,3.15,Maruti
3212,Toyota Corolla Altis,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798,5,8.25,Toyota
3213,Land Rover Range,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367,5,65.0,Land
3214,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248,5,4.5,Maruti
3215,Jeep Compass 2.0,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,5,17.5,Jeep
3216,Maruti Swift VXI,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197,5,4.31,Maruti
3217,Honda Jazz 1.2,Kochi,2016,25238,Petrol,Manual,First,18.7,1199,5,6.2,Honda
3218,Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59,1364,5,4.67,Toyota
3219,Volkswagen Polo Petrol,Kochi,2011,58752,Petrol,Manual,First,16.47,1198,5,3.32,Volkswagen
3220,Honda Civic 2006-2010,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799,5,3.75,Honda
3221,Toyota Etios G,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496,5,4.7,Toyota
3222,Hyundai Verna 1.6,Chennai,2016,51000,Petrol,Manual,First,17.01,1591,5,6.5,Hyundai
3223,Toyota Innova 2.5,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494,8,7.25,Toyota
3224,Maruti SX4 S,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598,5,8.94,Maruti
3225,Ford Freestyle Titanium,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194,5,7.34,Ford
3226,Maruti Baleno Alpha,Delhi,2016,17000,Petrol,Manual,First,21.4,1197,5,6.9,Maruti
3227,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,5,5.9,Honda
3228,Hyundai Verna 1.6,Pune,2013,114000,Diesel,Automatic,First,22.32,1582,5,6.75,Hyundai
3229,Honda Amaze VX,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498,5,4.1,Honda
3230,Audi Q3 30,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,5,27.0,Audi
3231,Skoda Rapid 2013-2016,Mumbai,2014,35000,Petrol,Manual,First,15.0,1598,5,4.5,Skoda
3232,Audi A4 2.0,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968,5,14.5,Audi
3233,Maruti Swift Dzire,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248,5,5.25,Maruti
3234,Tata Indica Vista,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248,5,1.2,Tata
3235,Toyota Innova 2.5,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494,8,4.95,Toyota
3236,Renault Duster 110PS,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461,5,7.5,Renault
3237,Mercedes-Benz E-Class E400,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996,4,48.0,Mercedes-Benz
3238,Honda Amaze S,Delhi,2015,58000,Diesel,Manual,First,25.8,1498,5,4.45,Honda
3239,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,5,59.65,Mercedes-Benz
3240,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248,5,4.38,Maruti
3241,Maruti Ciaz ZDi,Kochi,2016,40810,Diesel,Manual,First,28.09,1248,5,7.9,Maruti
3242,Hyundai Santro Xing,Bangalore,2008,35268,Petrol,Manual,Second,0.0,1086,5,1.88,Hyundai
3243,Maruti Baleno Delta,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,5,7.29,Maruti
3244,Ford Fiesta Diesel,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498,5,6.0,Ford
3245,Mahindra XUV500 W8,Chennai,2011,126000,Diesel,Manual,Third,16.0,2179,7,6.7,Mahindra
3246,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7,796,5,1.5,Maruti
3247,Mini Cooper 3,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,4,23.8,Mini
3248,Mahindra XUV500 W8,Kochi,2014,63288,Diesel,Manual,First,15.1,2179,7,7.77,Mahindra
3249,Hyundai Santro Xing,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086,5,3.32,Hyundai
3250,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9,1248,5,4.94,Maruti
3251,Mercedes-Benz A Class,Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143,5,11.0,Mercedes-Benz
3252,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799,5,3.4,Renault
3253,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248,5,4.17,Maruti
3254,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993,5,1.25,Maruti
3255,Hyundai Grand i10,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197,5,5.45,Hyundai
3256,Tata Manza Aura,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248,5,2.59,Tata
3257,Mahindra XUV500 W10,Pune,2015,87900,Diesel,Manual,First,16.0,2179,7,12.01,Mahindra
3258,Maruti Swift Dzire,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197,5,2.45,Maruti
3259,Audi Q3 35,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968,5,29.0,Audi
3260,Ford Fiesta 1.4,Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399,5,2.4,Ford
3261,Mercedes-Benz New C-Class,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143,5,11.99,Mercedes-Benz
3262,Honda City i,Delhi,2015,51000,Petrol,Automatic,First,18.0,1497,5,7.9,Honda
3263,Toyota Innova 2.5,Pune,2010,140000,Diesel,Manual,Third,12.8,2494,7,6.25,Toyota
3264,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6,1199,5,1.8,Chevrolet
3265,Maruti Wagon R,Delhi,2013,62000,CNG,Manual,First,26.6,998,5,2.8,Maruti
3266,Honda Jazz 1.2,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199,5,4.9,Honda
3267,Nissan Micra XL,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198,5,2.25,Nissan
3268,Maruti Ciaz AT,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373,5,8.89,Maruti
3269,Toyota Fortuner 4x2,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982,7,15.0,Toyota
3270,Ford Aspire Ambiente,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,5,5.65,Ford
3271,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248,7,7.0,Maruti
3272,Maruti Alto 800,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796,5,2.95,Maruti
3273,Honda Brio V,Chennai,2013,53226,Petrol,Manual,First,19.4,1198,5,3.3,Honda
3274,Hyundai Verna Transform,Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493,5,3.5,Hyundai
3275,Honda City 1.5,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493,5,2.3,Honda
3276,Hyundai Creta 1.6,Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582,5,13.69,Hyundai
3277,Toyota Etios Liva,Delhi,2013,64000,Diesel,Manual,First,23.59,1364,5,3.1,Toyota
3278,Hyundai Sonata Transform,Mumbai,2014,12000,Petrol,Manual,First,13.44,2359,5,12.75,Hyundai
3279,Hyundai Creta 1.6,Pune,2017,40158,Diesel,Manual,First,19.67,1582,5,13.75,Hyundai
3280,Honda Jazz 1.2,Chennai,2017,11000,Petrol,Manual,First,18.7,1199,5,6.75,Honda
3281,Volkswagen Vento Diesel,Chennai,2014,70010,Diesel,Manual,First,20.54,1598,5,5.25,Volkswagen
3282,Mahindra XUV500 W6,Mumbai,2015,82000,Diesel,Manual,First,16.0,2179,7,8.75,Mahindra
3283,Mahindra TUV 300,Kochi,2017,57259,Diesel,Manual,First,18.49,1493,7,8.87,Mahindra
3284,Honda Accord 2001-2003,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354,5,6.5,Honda
3285,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77,1248,7,4.5,Maruti
3286,Mahindra Ssangyong Rexton,Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696,7,12.5,Mahindra
3287,Toyota Fortuner 4x2,Delhi,2014,89540,Diesel,Automatic,First,12.55,2982,7,16.8,Toyota
3288,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248,7,8.75,Maruti
3289,Hyundai Elantra CRDi,Pune,2013,48823,Diesel,Automatic,First,19.5,1582,5,8.5,Hyundai
3290,Hyundai i10 Magna,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197,5,2.21,Hyundai
3291,Maruti Omni MPI,Jaipur,2012,126000,Petrol,Manual,First,16.8,796,5,1.6,Maruti
3292,Honda Amaze VX,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198,5,6.25,Honda
3293,Honda Civic 2006-2010,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799,5,2.25,Honda
3294,Mercedes-Benz CLA 200,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143,5,25.75,Mercedes-Benz
3295,Skoda Superb 1.8,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798,5,6.75,Skoda
3296,Maruti Ciaz ZDi,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248,5,6.25,Maruti
3297,Ford Ecosport 1.5,Delhi,2013,65000,Diesel,Manual,First,22.7,1498,5,5.1,Ford
3298,Mercedes-Benz M-Class ML,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987,5,10.75,Mercedes-Benz
3299,Hyundai Grand i10,Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120,5,5.7,Hyundai
3300,Volkswagen Vento Diesel,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598,5,5.95,Volkswagen
3301,Chevrolet Beat Diesel,Kochi,2012,42706,Diesel,Manual,First,25.44,936,5,2.4,Chevrolet
3302,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21,1493,7,3.49,Mahindra
3303,Hyundai i10 Asta,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197,5,4.0,Hyundai
3304,Toyota Etios Liva,Delhi,2013,84000,Diesel,Manual,First,23.59,1364,5,3.85,Toyota
3305,Toyota Corolla Altis,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794,5,3.95,Toyota
3306,Hyundai i10 Magna,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197,5,3.0,Hyundai
3307,Ford Figo Aspire,Kochi,2018,24237,Petrol,Manual,First,18.16,1196,5,6.7,Ford
3308,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197,5,6.14,Maruti
3309,Hyundai i20 Sportz,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396,5,4.4,Hyundai
3310,Maruti Swift Dzire,Pune,2017,57000,Diesel,Manual,First,26.59,1248,5,4.25,Maruti
3311,BMW 7 Series,Kochi,2010,50161,Petrol,Automatic,First,8.77,4395,5,25.93,BMW
3312,Maruti S Cross,Kolkata,2016,45000,Diesel,Manual,First,22.7,1598,5,7.0,Maruti
3313,Toyota Fortuner 4x4,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982,7,25.12,Toyota
3314,Hyundai EON 1.0,Kochi,2017,30711,Petrol,Manual,First,20.3,998,5,4.45,Hyundai
3315,Hyundai i20 1.4,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396,5,2.4,Hyundai
3316,Volkswagen Vento Diesel,Pune,2012,115000,Diesel,Manual,Second,20.54,1598,5,4.33,Volkswagen
3317,Maruti Swift Dzire,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197,5,6.93,Maruti
3318,Hyundai i20 Magna,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396,5,4.25,Hyundai
3319,Mercedes-Benz E-Class 2009-2013,Pune,2010,130923,Diesel,Automatic,First,14.21,2143,5,12.5,Mercedes-Benz
3320,Hyundai Grand i10,Chennai,2015,15000,Petrol,Manual,First,18.9,1197,5,4.9,Hyundai
3321,Hyundai i20 1.4,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396,5,4.5,Hyundai
3322,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,5,3.0,Renault
3323,Hyundai Xcent 1.2,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197,5,5.8,Hyundai
3324,Volkswagen Vento Petrol,Pune,2011,54211,Petrol,Manual,First,15.04,1598,5,3.33,Volkswagen
3325,Chevrolet Cruze LTZ,Kochi,2015,62242,Diesel,Automatic,First,14.39,1998,5,6.62,Chevrolet
3326,Nissan Terrano XL,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461,5,5.75,Nissan
3327,Hyundai Verna 1.6,Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582,5,6.2,Hyundai
3328,Maruti Celerio VXI,Chennai,2015,55000,Petrol,Automatic,First,23.1,998,5,3.5,Maruti
3329,Maruti Wagon R,Pune,2010,71000,Petrol,Manual,First,18.9,998,5,2.0,Maruti
3330,Hyundai i20 Magna,Chennai,2012,70000,Diesel,Manual,First,21.9,1396,5,4.0,Hyundai
3331,Audi A4 1.8,Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781,5,9.5,Audi
3332,BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995,5,17.5,BMW
3333,Skoda Rapid 1.6,Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598,5,6.11,Skoda
3334,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197,5,3.75,Hyundai
3335,Mitsubishi Pajero 2.8,Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835,6,6.2,Mitsubishi
3336,Honda City i,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498,5,6.15,Honda
3337,Maruti Alto K10,Pune,2012,12600,Petrol,Manual,First,20.92,998,5,2.4,Maruti
3338,Hyundai Grand i10,Kolkata,2016,21000,Petrol,Manual,First,18.9,1197,5,3.75,Hyundai
3339,Ford Figo Petrol,Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196,5,2.15,Ford
3340,Hyundai Grand i10,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197,5,4.75,Hyundai
3341,Maruti SX4 Vxi,Mumbai,2010,47500,Petrol,Manual,First,15.5,1586,5,2.45,Maruti
3342,Honda City i-VTEC,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497,5,11.15,Honda
3343,Renault Duster 110PS,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461,5,8.9,Renault
3344,Honda Amaze S,Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498,5,4.35,Honda
3345,Toyota Innova 2.5,Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494,7,12.0,Toyota
3346,BMW 3 Series,Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995,5,8.5,BMW
3347,Hyundai i10 Magna,Kochi,2017,42883,Petrol,Manual,First,19.81,1086,5,4.27,Hyundai
3348,Renault Duster 85PS,Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461,5,4.25,Renault
3349,Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360,5,9.25,Mitsubishi
3350,Maruti Vitara Brezza,Kochi,2017,35384,Diesel,Manual,First,24.3,1248,5,8.61,Maruti
3351,Mercedes-Benz R-Class R350,Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987,7,28.0,Mercedes-Benz
3352,Ford EcoSport 1.5,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498,5,9.25,Ford
3353,Hyundai Verna 1.6,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582,5,8.6,Hyundai
3354,Volkswagen Polo 1.2,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198,5,7.53,Volkswagen
3355,Renault Duster 110PS,Mumbai,2014,58002,Diesel,Manual,First,19.64,1461,5,5.75,Renault
3356,Honda Brio S,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198,5,4.15,Honda
3357,Ford Figo 2015-2019,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196,5,5.84,Ford
3358,Audi A6 2.0,Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968,5,16.5,Audi
3359,BMW X5 2014-2019,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993,7,43.0,BMW
3360,Hyundai i10 Sportz,Pune,2013,45000,Petrol,Manual,First,20.36,1197,5,3.55,Hyundai
3361,Hyundai i20 1.2,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197,5,8.9,Hyundai
3362,Skoda Octavia L,Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896,5,2.5,Skoda
3363,Hyundai Verna Transform,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493,5,3.85,Hyundai
3364,Hyundai Verna 1.6,Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591,5,7.5,Hyundai
3365,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341,5,1.8,Hyundai
3366,Ford Figo Diesel,Chennai,2010,78000,Diesel,Manual,First,20.0,1399,5,2.25,Ford
3367,Audi A6 2011-2015,Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968,5,24.25,Audi
3368,Volkswagen Polo 1.2,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198,5,4.35,Volkswagen
3369,BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995,5,11.5,BMW
3370,Honda City i,Kolkata,2014,49000,Petrol,Manual,First,17.4,1497,5,4.75,Honda
3371,Hyundai i20 Sportz,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396,5,4.99,Hyundai
